Spreader Number,Time,Weibo Content,Retweet,Comment,Like
53,19:50:00,#雅江山火#【愿平安！#四川雅江发生森林火灾#】3月15日17时许，四川甘孜州雅江县呷拉镇白孜村发生一起森林火灾。16日14时30分，火场突起大风，瞬时风力达8级以上，火场东线因大风引起复燃，并迅速向东北方向蔓延并越过多个山头，目前火势很大，浓烟遮蔽整个火场，无法抵近观察，直升机、无人机无法起飞。火场地形为山地地形，西侧400米为雅砻江，火场平均海拔2600米，坡度70~80°，植被以青冈林和松树为主。当前火场天气晴，气温23℃，西风4-5级。当前无人员伤亡报告，周边无重要设施。#成都的天#（央视新闻）O四川甘孜州雅江县发生山火L中国消防的微博视频收起d,0,0,0
54,19:50:00,【#消防员正全力扑救四川甘孜雅江山火#】#雅江山火#3月15日17时许，甘孜州雅江县呷拉镇白孜村发生一起森林火灾。16日14时30分，火场突起大风，瞬时风力达8级以上，火场东线因大风引起复燃，并迅速向东北方向蔓延并越过多个山头。当地消防、应急等力量正在全力扑救。当前无人员伤亡报告。#成都的天#（消息来源：@央视新闻）L中国消防的微博视频收起d,1,4,7
55,19:49:00,【愿平安！#应急消防人员正全力扑救雅江山火#】记者从国家消防救援局了解到，3月15日17时许，四川甘孜州雅江县呷拉镇白孜村发生一起森林火灾。16日14时30分，火场突起大风，瞬时风力达8级以上，火场东线因大风引起复燃，并迅速向东北方向蔓延并越过多个山头，目前火势很大，浓烟遮蔽整个火场，无法抵近观察，直升机、无人机无法起飞。火场地形为山地地形，西侧400米为雅砻江，火场平均海拔2600米，坡度70~80°，植被以青冈林和松树为主。当前火场天气晴，气温23℃，西风4-5级。当前无人员伤亡报告，周边无重要设施。当地应急、消防人员正在全力扑救。南方护林总站5架直升机也已经出动，正在现场实施灭火作业。（央视）L冷暖视频的微博视频收起d,0,0,0
56,19:49:00,【愿平安！#应急消防人员正全力扑救雅江山火#】记者从国家消防救援局了解到，3月15日17时许，四川甘孜州雅江县呷拉镇白孜村发生一起森林火灾。16日14时30分，火场突起大风，瞬时风力达8级以上，火场东线因大风引起复燃，并迅速向东北方向蔓延并越过多个山头，目前火势很大，浓烟遮蔽整个火场，无法抵近观察，直升机、无人机无法起飞。火场地形为山地地形，西侧400米为雅砻江，火场平均海拔2600米，坡度70~80°，植被以青冈林和松树为主。当前火场天气晴，气温23℃，西风4-5级。当前无人员伤亡报告，周边无重要设施。当地应急、消防人员正在全力扑救。南方护林总站5架直升机也已经出动，正在现场实施灭火作业。（央视）L冷暖视频的微博视频收起d,59,22,36
57,19:49:00,#四川交警通知国道318线临时交通管制#【突遇森林火灾如何逃生自救】#雅江突发森林大火#突遇森林火灾，如果火势较小，可以用水浇、土埋、树枝扑打等方法及时扑灭，火势较大时，一定要马上转移避险，逆风逃生……戳视频了解~L山东消防的微博视频,0,0,1
58,19:49:00,#四川交警通知国道318线临时交通管制#【突遇森林火灾如何逃生自救】#雅江突发森林大火#突遇森林火灾，如果火势较小，可以用水浇、土埋、树枝扑打等方法及时扑灭，火势较大时，一定要马上转移避险，逆风逃生……戳视频了解~L山东消防的微博视频,0,0,0
59,19:49:00,#四川交警通知国道318线临时交通管制#【突遇森林火灾如何逃生自救】#雅江突发森林大火#突遇森林火灾，如果火势较小，可以用水浇、土埋、树枝扑打等方法及时扑灭，火势较大时，一定要马上转移避险，逆风逃生……戳视频了解~L山东消防的微博视频,0,0,0
60,19:48:00,#雅江山火#【愿平安！#四川雅江发生森林火灾#】3月15日17时许，四川甘孜州雅江县呷拉镇白孜村发生一起森林火灾。16日14时30分，火场突起大风，瞬时风力达8级以上，火场东线因大风引起复燃，并迅速向东北方向蔓延并越过多个山头，目前火势很大，浓烟遮蔽整个火场，无法抵近观察，直升机、无人机无法起飞。火场地形为山地地形，西侧400米为雅砻江，火场平均海拔2600米，坡度70~80°，植被以青冈林和松树为主。当前火场天气晴，气温23℃，西风4-5级。当前无人员伤亡报告，周边无重要设施。#成都的天#（央视新闻）O四川甘孜州雅江县发生山火L中国消防的微博视频收起d,56,143,243
61,19:47:00,#雅江山火#【愿平安！#应急消防人员正全力扑救雅江山火#】记者从国家消防救援局了解到，3月15日17时许，四川甘孜州雅江县呷拉镇白孜村发生一起森林火灾。16日14时30分，火场突起大风，瞬时风力达8级以上，火场东线因大风引起复燃，并迅速向东北方向蔓延并越过多个山头，目前火势很大，浓烟遮蔽整个火场，无法抵近观察，直升机、无人机无法起飞。火场地形为山地地形，西侧400米为雅砻江，火场平均海拔2600米，坡度70~80°，植被以青冈林和松树为主。当前火场天气晴，气温23℃，西风4-5级。当前无人员伤亡报告，周边无重要设施。当地应急、消防人员正在全力扑救。南方护林总站5架直升机也已经出动，正在现场实施灭火作业。（央视新闻客户端）L央视新闻的微博视频收起d,6,12,36
62,19:47:00,#雅江山火#【愿平安！#应急消防人员正全力扑救雅江山火#】记者从国家消防救援局了解到，3月15日17时许，四川甘孜州雅江县呷拉镇白孜村发生一起森林火灾。16日14时30分，火场突起大风，瞬时风力达8级以上，火场东线因大风引起复燃，并迅速向东北方向蔓延并越过多个山头，目前火势很大，浓烟遮蔽整个火场，无法抵近观察，直升机、无人机无法起飞。火场地形为山地地形，西侧400米为雅砻江，火场平均海拔2600米，坡度70~80°，植被以青冈林和松树为主。当前火场天气晴，气温23℃，西风4-5级。当前无人员伤亡报告，周边无重要设施。当地应急、消防人员正在全力扑救。南方护林总站5架直升机也已经出动，正在现场实施灭火作业。（央视）收起d,0,1,1
63,19:47:00,#雅江山火#【愿平安！#应急消防人员正全力扑救雅江山火#】记者从国家消防救援局了解到，3月15日17时许，四川甘孜州雅江县呷拉镇白孜村发生一起森林火灾。16日14时30分，火场突起大风，瞬时风力达8级以上，火场东线因大风引起复燃，并迅速向东北方向蔓延并越过多个山头。当地应急、消防人员正在全力扑救。L青蜂侠Bee的微博视频收起d,1,1,6
64,19:46:00,#四川甘孜州雅江县发生山火#记者从国家消防救援局了解到，3月15日17时许，甘孜州雅江县呷拉镇白孜村发生一起森林火灾。当前火场天气晴，气温23℃，西风4-5级。当前无人员伤亡报告，周边无重要设施。（来源：央视新闻）,2,3,3
65,19:46:00,【#消防员正全力扑救四川甘孜雅江山火#】#雅江山火#3月15日17时许，甘孜州雅江县呷拉镇白孜村发生一起森林火灾。16日14时30分，火场突起大风，瞬时风力达8级以上，火场东线因大风引起复燃，并迅速向东北方向蔓延并越过多个山头。当地消防、应急等力量正在全力扑救。当前无人员伤亡报告。（消息来源：@央视新闻）L中国消防的微博视频收起d,7,8,12
66,19:46:00,【#四川甘孜州雅江县发生山火#】记者从国家消防救援局了解到，3月15日17时许，甘孜州雅江县呷拉镇白孜村发生一起森林火灾。16日14时30分，火场突起大风，瞬时风力达8级以上，火场东线因大风引起复燃，并迅速向东北方向蔓延并越过多个山头，目前火势很大，浓烟遮蔽整个火场，无法抵近观察，直升机、无人机无法起飞。火场地形为山地地形，西侧400米为雅砻江，火场平均海拔2600米，坡度70~80°，植被以青冈林和松树为主。当前火场天气晴，气温23℃，西风4-5级。当前无人员伤亡报告，周边无重要设施。#当地称四川雅江火扑救难度较大##成都的天#（央视新闻沸点视频）L沸点视频的微博视频收起d,0,0,0
67,19:46:00,【#防森林火灾哪些事必须做到#】#雅江山火#春风的威力不容小觑，森林防火千万别大意。你知道预防森林火灾必须做到哪些吗？#防森林火灾哪些事必须做到#,21,21,1916
68,19:45:00,#雅江山火#【愿平安！#应急消防人员正全力扑救雅江山火#】记者从国家消防救援局了解到，3月15日17时许，四川甘孜州雅江县呷拉镇白孜村发生一起森林火灾。16日14时30分，火场突起大风，瞬时风力达8级以上，火场东线因大风引起复燃，并迅速向东北方向蔓延并越过多个山头，目前火势很大，浓烟遮蔽整个火场，无法抵近观察，直升机、无人机无法起飞。火场地形为山地地形，西侧400米为雅砻江，火场平均海拔2600米，坡度70~80°，植被以青冈林和松树为主。当前火场天气晴，气温23℃，西风4-5级。当前无人员伤亡报告，周边无重要设施。当地应急、消防人员正在全力扑救。南方护林总站5架直升机也已经出动，正在现场实施灭火作业。（央视）O四川甘孜州雅江县发生山火收起d,0,0,3
69,19:45:00,#四川甘孜雅江突发山火#3月15日17时许，甘孜州雅江县呷拉镇白孜村发生一起森林火灾。预防山火的发生，不仅需要加强对自然因素的监测和预警，更需要人类自身改变行为方式，减少对森林的破坏和干扰，增强防火意识，共同守护绿水青山。目前#四川雅江山火目前未造成人员伤亡#,1,0,1
70,19:45:00,【#四川雅江山火现场大量浓烟#】#雅江山火#记者从国家消防救援局了解到，昨天17时许，四川甘孜州雅江县呷拉镇白孜村发生一起森林火灾。今日14时许，火场突起大风，瞬时风力达8级以上，火场东线复燃，并迅速向东北方向蔓延。目前火势很大，浓烟遮蔽整个火场，无法抵近观察。当前无人员伤亡报告，周边无重要设施。当地应急、消防人员正在全力扑救。注意安全，平安归来！L央视新闻的微博视频收起d,10,9,14
71,19:45:00,【#四川甘孜州雅江县发生山火#】记者从国家消防救援局了解到，3月15日17时许，甘孜州雅江县呷拉镇白孜村发生一起森林火灾。16日14时30分，火场突起大风，瞬时风力达8级以上，火场东线因大风引起复燃，并迅速向东北方向蔓延并越过多个山头，目前火势很大，浓烟遮蔽整个火场，无法抵近观察，直升机、无人机无法起飞。火场地形为山地地形，西侧400米为雅砻江，火场平均海拔2600米，坡度70~80°，植被以青冈林和松树为主。当前火场天气晴，气温23℃，西风4-5级。当前无人员伤亡报告，周边无重要设施。（央视）#雅江山火#收起d,0,0,0
